source,destination,fare,total_distance,intermediate_station_count,stations_between,source_code,destination_code
Santacruz Metro,Girgaon,50,17.956 km,12,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,STZM,GIRG
Santacruz Metro,Kalbadevi,60,18.675 km,13,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,STZM,KLBD
Santacruz Metro,Chhatrapati Shivaji Maharaj Terminus Metro,60,19.575 km,14,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,STZM,CSTM
Santacruz Metro,Hutatma Chowk,60,20.515 km,15,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,STZM,HUC
Santacruz Metro,Churchgate Metro,60,21.405 km,16,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,STZM,CHGM
Santacruz Metro,Vidhan Bhavan,60,22.141 km,17,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,STZM,VIDB
Santacruz Metro,Cuffe Parade,60,23.601 km,18,Bandra Colony -> Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,STZM,CUP
Bandra Colony,Aarey JVLR,40,11.013 km,7,Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,VIDN,ARYJ
Bandra Colony,SEEPZ,40,9.53 km,6,Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,VIDN,SEPZ
Bandra Colony,MIDC-Andheri,40,8.287 km,5,Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,VIDN,MIDC
Bandra Colony,Marol Naka,30,7.061 km,4,Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,VIDN,MNK
Bandra Colony,CSMI-Airport - T2,30,5.947 km,3,Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,VIDN,CSIA
Bandra Colony,Sahar Road,20,4.996 km,2,Santacruz Metro -> CSMI Airport-T1,VIDN,SHRR
Bandra Colony,CSMI Airport-T1,20,3.273 km,1,Santacruz Metro,VIDN,CIAD
Bandra Colony,Santacruz Metro,10,0.999 km,0,,VIDN,STZM
Bandra Colony,Bandra-Kurla Complex,10,1.251 km,0,,VIDN,BDRM
Bandra Colony,Dharavi,20,3.075 km,1,Bandra-Kurla Complex,VIDN,DHAV
Bandra Colony,Shitala Devi Mandir,20,4.886 km,2,Bandra-Kurla Complex -> Dharavi,VIDN,SDIT
Bandra Colony,Dadar Metro,30,5.978 km,3,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir,VIDN,DDRM
Bandra Colony,Siddhivinayak,30,7.971 km,4,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro,VIDN,SIDV
Bandra Colony,Worli,40,9.597 km,5,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,VIDN,WOR
Bandra Colony,Acharya Atre Chowk,40,11.079 km,6,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,VIDN,ACA
Bandra Colony,Science Centre,40,11.92 km,7,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,VIDN,SCMU
Bandra Colony,Mahalaxmi Metro,50,13.288 km,8,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,VIDN,MLXM
Bandra Colony,Jagannath Shankar Sheth Metro,50,14.375 km,9,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,VIDN,MCLM
Bandra Colony,Grant Road Metro,50,15.421 km,10,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,VIDN,GTRM
Bandra Colony,Girgaon,50,16.956 km,11,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,VIDN,GIRG
Bandra Colony,Kalbadevi,50,17.675 km,12,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,VIDN,KLBD
Bandra Colony,Chhatrapati Shivaji Maharaj Terminus Metro,60,18.575 km,13,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,VIDN,CSTM
Bandra Colony,Hutatma Chowk,60,19.515 km,14,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,VIDN,HUC
Bandra Colony,Churchgate Metro,60,20.405 km,15,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,VIDN,CHGM
Bandra Colony,Vidhan Bhavan,60,21.141 km,16,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,VIDN,VIDB
Bandra Colony,Cuffe Parade,60,22.601 km,17,Bandra-Kurla Complex -> Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,VIDN,CUP
Bandra-Kurla Complex,Aarey JVLR,50,12.264 km,8,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,BDRM,ARYJ
Bandra-Kurla Complex,SEEPZ,40,10.782 km,7,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,BDRM,SEPZ
Bandra-Kurla Complex,MIDC-Andheri,40,9.539 km,6,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,BDRM,MIDC
Bandra-Kurla Complex,Marol Naka,40,8.313 km,5,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,BDRM,MNK
Bandra-Kurla Complex,CSMI-Airport - T2,30,7.199 km,4,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,BDRM,CSIA
Bandra-Kurla Complex,Sahar Road,30,6.247 km,3,Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,BDRM,SHRR
Bandra-Kurla Complex,CSMI Airport-T1,20,4.524 km,2,Bandra Colony -> Santacruz Metro,BDRM,CIAD
Bandra-Kurla Complex,Santacruz Metro,20,2.251 km,1,Bandra Colony,BDRM,STZM
Bandra-Kurla Complex,Bandra Colony,10,1.251 km,0,,BDRM,VIDN
Bandra-Kurla Complex,Dharavi,10,1.824 km,0,,BDRM,DHAV
Bandra-Kurla Complex,Shitala Devi Mandir,20,3.635 km,1,Dharavi,BDRM,SDIT
Bandra-Kurla Complex,Dadar Metro,30,4.727 km,2,Dharavi -> Shitala Devi Mandir,BDRM,DDRM
Bandra-Kurla Complex,Siddhivinayak,30,6.72 km,3,Dharavi -> Shitala Devi Mandir -> Dadar Metro,BDRM,SIDV
Bandra-Kurla Complex,Worli,40,8.346 km,4,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,BDRM,WOR
Bandra-Kurla Complex,Acharya Atre Chowk,40,9.828 km,5,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,BDRM,ACA
Bandra-Kurla Complex,Science Centre,40,10.669 km,6,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,BDRM,SCMU
Bandra-Kurla Complex,Mahalaxmi Metro,50,12.037 km,7,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,BDRM,MLXM
Bandra-Kurla Complex,Jagannath Shankar Sheth Metro,50,13.124 km,8,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,BDRM,MCLM
Bandra-Kurla Complex,Grant Road Metro,50,14.17 km,9,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,BDRM,GTRM
Bandra-Kurla Complex,Girgaon,50,15.705 km,10,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,BDRM,GIRG
Bandra-Kurla Complex,Kalbadevi,50,16.424 km,11,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,BDRM,KLBD
Bandra-Kurla Complex,Chhatrapati Shivaji Maharaj Terminus Metro,50,17.324 km,12,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,BDRM,CSTM
Bandra-Kurla Complex,Hutatma Chowk,60,18.264 km,13,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,BDRM,HUC
Bandra-Kurla Complex,Churchgate Metro,60,19.154 km,14,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,BDRM,CHGM
Bandra-Kurla Complex,Vidhan Bhavan,60,19.89 km,15,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,BDRM,VIDB
Bandra-Kurla Complex,Cuffe Parade,60,21.35 km,16,Dharavi -> Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,BDRM,CUP
Dharavi,Aarey JVLR,50,14.088 km,9,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,DHAV,ARYJ
Dharavi,SEEPZ,50,12.606 km,8,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,DHAV,SEPZ
Dharavi,MIDC-Andheri,40,11.363 km,7,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,DHAV,MIDC
Dharavi,Marol Naka,40,10.137 km,6,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,DHAV,MNK
Dharavi,CSMI-Airport - T2,40,9.023 km,5,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,DHAV,CSIA
Dharavi,Sahar Road,40,8.071 km,4,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,DHAV,SHRR
Dharavi,CSMI Airport-T1,30,6.348 km,3,Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,DHAV,CIAD
Dharavi,Santacruz Metro,20,4.075 km,2,Bandra-Kurla Complex -> Bandra Colony,DHAV,STZM
Dharavi,Bandra Colony,20,3.075 km,1,Bandra-Kurla Complex,DHAV,VIDN
Dharavi,Bandra-Kurla Complex,10,1.824 km,0,,DHAV,BDRM
Dharavi,Shitala Devi Mandir,10,1.811 km,0,,DHAV,SDIT
Dharavi,Dadar Metro,20,2.903 km,1,Shitala Devi Mandir,DHAV,DDRM
Dharavi,Siddhivinayak,20,4.896 km,2,Shitala Devi Mandir -> Dadar Metro,DHAV,SIDV
Dharavi,Worli,30,6.522 km,3,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak,DHAV,WOR
Dharavi,Acharya Atre Chowk,40,8.004 km,4,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli,DHAV,ACA
Dharavi,Science Centre,40,8.845 km,5,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,DHAV,SCMU
Dharavi,Mahalaxmi Metro,40,10.213 km,6,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,DHAV,MLXM
Dharavi,Jagannath Shankar Sheth Metro,40,11.3 km,7,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,DHAV,MCLM
Dharavi,Grant Road Metro,50,12.346 km,8,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,DHAV,GTRM
Dharavi,Girgaon,50,13.881 km,9,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro,DHAV,GIRG
Dharavi,Kalbadevi,50,14.6 km,10,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon,DHAV,KLBD
Dharavi,Chhatrapati Shivaji Maharaj Terminus Metro,50,15.5 km,11,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi,DHAV,CSTM
Dharavi,Hutatma Chowk,50,16.44 km,12,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro,DHAV,HUC
Dharavi,Churchgate Metro,50,17.33 km,13,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk,DHAV,CHGM
Dharavi,Vidhan Bhavan,60,18.066 km,14,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro,DHAV,VIDB
Dharavi,Cuffe Parade,60,19.526 km,15,Shitala Devi Mandir -> Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro -> Grant Road Metro -> Girgaon -> Kalbadevi -> Chhatrapati Shivaji Maharaj Terminus Metro -> Hutatma Chowk -> Churchgate Metro -> Vidhan Bhavan,DHAV,CUP
Shitala Devi Mandir,Aarey JVLR,50,15.899 km,10,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri -> SEEPZ,SDIT,ARYJ
Shitala Devi Mandir,SEEPZ,50,14.417 km,9,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka -> MIDC-Andheri,SDIT,SEPZ
Shitala Devi Mandir,MIDC-Andheri,50,13.174 km,8,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2 -> Marol Naka,SDIT,MIDC
Shitala Devi Mandir,Marol Naka,40,11.948 km,7,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road -> CSMI-Airport - T2,SDIT,MNK
Shitala Devi Mandir,CSMI-Airport - T2,40,10.834 km,6,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1 -> Sahar Road,SDIT,CSIA
Shitala Devi Mandir,Sahar Road,40,9.882 km,5,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro -> CSMI Airport-T1,SDIT,SHRR
Shitala Devi Mandir,CSMI Airport-T1,40,8.159 km,4,Dharavi -> Bandra-Kurla Complex -> Bandra Colony -> Santacruz Metro,SDIT,CIAD
Shitala Devi Mandir,Santacruz Metro,30,5.886 km,3,Dharavi -> Bandra-Kurla Complex -> Bandra Colony,SDIT,STZM
Shitala Devi Mandir,Bandra Colony,20,4.886 km,2,Dharavi -> Bandra-Kurla Complex,SDIT,VIDN
Shitala Devi Mandir,Bandra-Kurla Complex,20,3.635 km,1,Dharavi,SDIT,BDRM
Shitala Devi Mandir,Dharavi,10,1.811 km,0,,SDIT,DHAV
Shitala Devi Mandir,Dadar Metro,10,1.092 km,0,,SDIT,DDRM
Shitala Devi Mandir,Siddhivinayak,20,3.085 km,1,Dadar Metro,SDIT,SIDV
Shitala Devi Mandir,Worli,20,4.711 km,2,Dadar Metro -> Siddhivinayak,SDIT,WOR
Shitala Devi Mandir,Acharya Atre Chowk,30,6.193 km,3,Dadar Metro -> Siddhivinayak -> Worli,SDIT,ACA
Shitala Devi Mandir,Science Centre,30,7.034 km,4,Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk,SDIT,SCMU
Shitala Devi Mandir,Mahalaxmi Metro,40,8.402 km,5,Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre,SDIT,MLXM
Shitala Devi Mandir,Jagannath Shankar Sheth Metro,40,9.489 km,6,Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro,SDIT,MCLM
Shitala Devi Mandir,Grant Road Metro,40,10.535 km,7,Dadar Metro -> Siddhivinayak -> Worli -> Acharya Atre Chowk -> Science Centre -> Mahalaxmi Metro -> Jagannath Shankar Sheth Metro,SDIT,GTRM
